id,chemical_name,casrn,dtxsid,chemical_class,market_or_product_use,exposure_potential,known_hazard_flags,toxicity_data_gaps,priority_score,testing_rationale,source_title,confidence,review_status,reviewer_notes
chem-0402,phthalates,not extracted,not extracted,chemical class,"Maternal concentrations of 32 environmental chemical exposures (i.e., phthalates, bisphenols, per- and polyfluoroalkyl substances (PFAS), metals, trace elements) measured during pregnancy and 11 sociodemographic factors, as well as measures of maternal mental health and urinary creatinine were entered into the machine learning pipeline.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Using machine learning to investigate the influence of the prenatal chemical exposome on neurodevelopment of young children.,high,pending,
chem-0403,PFAS,not extracted,not extracted,chemical class,"TITLE: Impact of prenatal exposure to per- and polyfluoroalkyl substances on developmental delays in 4-year-old children: The Japan Environment and Children's study Although per- and polyfluoroalkyl substances (PFAS) have raised global concern due to their adverse effects on children's development, the association between prenatal exposure to PFAS and the achievement of developmental milestones in preschool children remains unclear.",medium,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Impact of prenatal exposure to per- and polyfluoroalkyl substances on developmental delays in 4-year-old children: The Japan Environment and Children's study.,medium,pending,
chem-0404,PFAS,not extracted,not extracted,chemical class,"Maternal blood samples were analyzed for concentrations of per- and polyfluoroalkyl substances (PFAS), phthalate metabolites, and triclosan.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Fetal exposure to a mixture of endocrine-disrupting chemicals and biomarkers of male fecundity: A population-based cohort study.,medium,pending,
chem-0405,phthalates,not extracted,not extracted,chemical class,"Maternal blood samples were analyzed for concentrations of per- and polyfluoroalkyl substances (PFAS), phthalate metabolites, and triclosan.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,75,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Fetal exposure to a mixture of endocrine-disrupting chemicals and biomarkers of male fecundity: A population-based cohort study.,high,pending,
chem-0406,PFHxS,not extracted,not extracted,single chemical,"In 348 children after receiving the MMR vaccine, three maternal PFAS compounds (Me-PFOSA-AcOH, PFHpS and PFHxS) were significantly associated with lower measles VARscore (P < 0.05).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vaccines against measles and rubella in children from the Boston birth cohort.,high,pending,
chem-0407,PFAS,not extracted,not extracted,chemical class,"TITLE: Maternal psychological distress modifies the association between prenatal exposure to per- and polyfluoroalkyl substances and infants' neurodevelopment Prenatal PFAS exposure and maternal psychological distress may adversely affect child neurodevelopment through shared biological pathways, such as hypothalamic-pituitary-adrenal (HPA) axis disruption and pro-inflammatory responses.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,65,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Maternal psychological distress modifies the association between prenatal exposure to per- and polyfluoroalkyl substances and infants' neurodevelopment.,medium,pending,
chem-0408,PFBS,not extracted,not extracted,single chemical,"RESULTS: Individual PFAS compounds, particularly perfluorobutane sulfonate (PFBS) and perfluoroheptanoic acid (PFHpA), exhibited heterogeneous associations with DDE prevalence.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Prenatal exposure to per-and polyfluoroalkyl substances and its association with Developmental Defects of Enamel (DDE) and dental caries in 4 years old children: Findings from Shanghai birth cohort.,high,pending,
chem-0409,PFOA,not extracted,not extracted,single chemical,"In the nonadvanced age groups, further single analysis explored that PFOA was significantly and negatively associated with FT3 by GLR and BKMR analysis, and contributed most substantially (PIP = 0.90).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,90,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Association of coexposure to per- and polyfluoroalkyl substances and heavy metals with thyroid function across varied age pregnant women and the potential role of hemoglobin.,high,pending,
chem-0410,PFOS,not extracted,not extracted,single chemical,"OBJECTIVES: We conducted a nation-wide register-based cohort study to assess the associations of the estimated maternal drinking water exposure to the sum of four major PFAS (PFAS4; perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorononanoate (PFNA) and perfluorohexanoate (PFHxS)) with gestational diabetes mellitus (GDM), hypertension and preeclampsia.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hypertension and preeclampsia: A nation-wide register-based study on PFAS in drinking water.",high,pending,
chem-0411,PFHxS,not extracted,not extracted,single chemical,"OBJECTIVES: We conducted a nation-wide register-based cohort study to assess the associations of the estimated maternal drinking water exposure to the sum of four major PFAS (PFAS4; perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorononanoate (PFNA) and perfluorohexanoate (PFHxS)) with gestational diabetes mellitus (GDM), hypertension and preeclampsia.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hypertension and preeclampsia: A nation-wide register-based study on PFAS in drinking water.",high,pending,
chem-0412,PFOA,not extracted,not extracted,single chemical,"OBJECTIVES: We conducted a nation-wide register-based cohort study to assess the associations of the estimated maternal drinking water exposure to the sum of four major PFAS (PFAS4; perfluorooctane sulfonate (PFOS), perfluorooctanoate (PFOA), perfluorononanoate (PFNA) and perfluorohexanoate (PFHxS)) with gestational diabetes mellitus (GDM), hypertension and preeclampsia.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,80,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hypertension and preeclampsia: A nation-wide register-based study on PFAS in drinking water.",high,pending,
chem-0413,PFHxS,not extracted,not extracted,single chemical,"RESULTS: In serum samples we detected the following PFAS: PFOS, PFOA, PFHxS, PFNA, PFDA, and PFUnDA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Serum concentrations of per- and poly-fluoroalkyl substances (PFAS) in Danish pregnant women-temporal trends during pregnancy, correlations with partners, associations with physical activity, and blood lipid concentrations.",high,pending,
chem-0414,PFOA,not extracted,not extracted,single chemical,"RESULTS: In serum samples we detected the following PFAS: PFOS, PFOA, PFHxS, PFNA, PFDA, and PFUnDA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Serum concentrations of per- and poly-fluoroalkyl substances (PFAS) in Danish pregnant women-temporal trends during pregnancy, correlations with partners, associations with physical activity, and blood lipid concentrations.",high,pending,
chem-0415,PFOS,not extracted,not extracted,single chemical,"RESULTS: In serum samples we detected the following PFAS: PFOS, PFOA, PFHxS, PFNA, PFDA, and PFUnDA.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,70,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.","Serum concentrations of per- and poly-fluoroalkyl substances (PFAS) in Danish pregnant women-temporal trends during pregnancy, correlations with partners, associations with physical activity, and blood lipid concentrations.",high,pending,
chem-0416,PFAS,not extracted,not extracted,chemical class,"TITLE: Determinants of plasma poly- and perfluoroalkyl substances during pregnancy: The Japan Environment and Children's Study Per- and polyfluoroalkyl substances (PFAS), a group of compounds associated with adverse health outcomes, have been identified widely in humans.",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,55,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Determinants of plasma poly- and perfluoroalkyl substances during pregnancy: The Japan Environment and Children's Study.,medium,pending,
chem-0417,PFHxS,not extracted,not extracted,single chemical,"RESULTS: The EWAS identified five PFASs-PFPeS, PFHxS, PFOA, PFOS, and PFNA-with significantly higher exposure odds in pregnancy loss cases versus live birth controls (adjusted ORs: 1.82 [1.31-2.62], 1.34 [1.19-1.51], 1.73 [1.46-2.07], 1.33 [1.14-1.56], and 1.73 [1.40-2.15], respectively).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Assessing the impact of per- and polyfluoroalkyl substances on pregnancy loss: An environmental-wide association study in Northwest China.,high,pending,
chem-0418,PFOA,not extracted,not extracted,single chemical,"RESULTS: The EWAS identified five PFASs-PFPeS, PFHxS, PFOA, PFOS, and PFNA-with significantly higher exposure odds in pregnancy loss cases versus live birth controls (adjusted ORs: 1.82 [1.31-2.62], 1.34 [1.19-1.51], 1.73 [1.46-2.07], 1.33 [1.14-1.56], and 1.73 [1.40-2.15], respectively).",high,requires review,verify toxicity data gaps and identifiers in CompTox/TSCA before prioritization,95,"Validated chemical/class with exposure, replacement, hazard, or data-gap signal.",Assessing the impact of per- and polyfluoroalkyl substances on pregnancy loss: An environmental-wide association study in Northwest China.,high,pending,
