article_i,title_i,article_j,title_j,cosine_similarity,cosine_distance,note
PMID: 41188330,"The joint effects of multiple air pollutants, genetic susceptibility, and their interactions on incident cardiovascular disease, arrhythmia, and mortality.",PMID: 40721795,The effect of recurrent mobility on air pollution exposure and mortality burden in Catalonia.,0.8042,0.1958,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,PMID: 35449498,Environmental Exposures and Extracellular Vesicles: Indicators of Systemic Effects and Human Disease.,0.9024,0.0976,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,PMID: 31146100,"Seasonal characterization and dosimetry-assisted risk assessment of indoor particulate matter (PM, PM, and PM) collected in different schools. 10-2.5 2.5-0.25 0.25",0.8326,0.1674,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,PMID: 42112576,Agricultural interventions to reduce PM in the UK: impacts on health and the economy. 2.5,0.7675,0.2325,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,PMID: 29881545,Outdoor air pollution and respiratory health: a bibliometric analysis of publications in peer-reviewed journals (1900 - 2017).,0.7652,0.2348,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41153469,Medical-Legal Liability and Indoor Air Pollution in Non-Industrial Environments and Perspectives for Maternal and Child Health.,PMID: 34492921,Health impacts of indoor air pollution from household solid fuel on children and women.,0.752,0.248,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41146225,Air pollution exposure during pregnancy and low birth weight and macrosomia: the role of gestational diabetes mellitus.,PMID: 32590283,Quantile regression analysis of the socioeconomic inequalities in air pollution and birth weight.,0.8061,0.1939,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41146225,Air pollution exposure during pregnancy and low birth weight and macrosomia: the role of gestational diabetes mellitus.,PMID: 40989121,The differential impacts of environmental air pollution exposure on the risk of placenta previa and placenta accreta in twin pregnancies.,0.8019,0.1981,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41146225,Air pollution exposure during pregnancy and low birth weight and macrosomia: the role of gestational diabetes mellitus.,PMID: 36282504,Association Between Ambient Air Pollution and Birth Weight by Maternal Individual- and Neighborhood-Level Stressors.,0.801,0.199,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41146225,Air pollution exposure during pregnancy and low birth weight and macrosomia: the role of gestational diabetes mellitus.,PMID: 29659239,Adverse Reproductive Health Outcomes and Exposure to Gaseous and Particulate-Matter Air Pollution in Pregnant Women.,0.7877,0.2123,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41146225,Air pollution exposure during pregnancy and low birth weight and macrosomia: the role of gestational diabetes mellitus.,PMID: 28545656,Cord plasma insulin and in utero exposure to ambient air pollution.,0.7852,0.2148,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41142735,Nonlinear association between wet-bulb globe temperature and maternal hypertensive disorders burden: a global analysis from 1990 to 2021.,PMID: 40440754,"Pregnancy and extreme heat events: A rapid review of evidence related to health outcomes, risk factors and interventions.",0.8067,0.1933,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41142735,Nonlinear association between wet-bulb globe temperature and maternal hypertensive disorders burden: a global analysis from 1990 to 2021.,PMID: 39829606,Integrating Maternal and Child Health Into Climate Change: A Holistic Approach.,0.8058,0.1942,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41142735,Nonlinear association between wet-bulb globe temperature and maternal hypertensive disorders burden: a global analysis from 1990 to 2021.,PMID: 36767030,Climate Change-Related Environmental Exposures and Perinatal and Maternal Health Outcomes in the U.S.,0.7807,0.2193,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41142735,Nonlinear association between wet-bulb globe temperature and maternal hypertensive disorders burden: a global analysis from 1990 to 2021.,PMID: 40753755,"Climate change-related exposures, low birthweight, and preterm birth: Overview of reviews protocol.",0.7804,0.2196,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41142735,Nonlinear association between wet-bulb globe temperature and maternal hypertensive disorders burden: a global analysis from 1990 to 2021.,PMID: 34419205,Hot weather and heat extremes: health risks.,0.7777,0.2223,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41135576,"Comparative reproductive biology, advances in reproductive health, and cultivating inclusion in the scientific community: highlights from the 2024 Annual Meeting of the Society for Reproductive Biology.",PMID: 25986066,"Reproductive performance of Brown Swiss, Holstein and their crosses under subtropical environmental conditions.",0.9805,0.0195,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41135576,"Comparative reproductive biology, advances in reproductive health, and cultivating inclusion in the scientific community: highlights from the 2024 Annual Meeting of the Society for Reproductive Biology.",PMID: 39343225,Long-lasting effects of in utero heat stress on subsequent performances of heifers and primiparous cows.,0.878,0.122,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41135576,"Comparative reproductive biology, advances in reproductive health, and cultivating inclusion in the scientific community: highlights from the 2024 Annual Meeting of the Society for Reproductive Biology.",PMID: 41313501,Impact of silvopastoral shade on thermal stress and conception rates of beef cows in tropical pastures.,0.8512,0.1488,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41135576,"Comparative reproductive biology, advances in reproductive health, and cultivating inclusion in the scientific community: highlights from the 2024 Annual Meeting of the Society for Reproductive Biology.",PMID: 32435289,"Stress, strain, and pregnancy outcome in postpartum cows.",0.8486,0.1514,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41135576,"Comparative reproductive biology, advances in reproductive health, and cultivating inclusion in the scientific community: highlights from the 2024 Annual Meeting of the Society for Reproductive Biology.",PMID: 41791472,"Environmental heat and cold stress, thyrotropin abnormalities, and reduced fecundability in 14 million Chinese couples: A nationwide preconception cohort study.",0.8323,0.1677,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41134985,Association between Maternal Exposure to Per- and Polyfluoroalkyl Substances and Childhood Growth Trajectories up to 4 Years of Age: The Japan Environment and Children's Study.,PMID: 34959199,Quantitation of linear and branched perfluoroalkane sulfonic acids (PFSAs) in women and infants during pregnancy and lactation.,0.9134,0.0866,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41134985,Association between Maternal Exposure to Per- and Polyfluoroalkyl Substances and Childhood Growth Trajectories up to 4 Years of Age: The Japan Environment and Children's Study.,PMID: 31235847,Early pregnancy serum levels of perfluoroalkyl substances and risk of preeclampsia in Swedish women.,0.8827,0.1173,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41134985,Association between Maternal Exposure to Per- and Polyfluoroalkyl Substances and Childhood Growth Trajectories up to 4 Years of Age: The Japan Environment and Children's Study.,PMID: 40383424,Per- and polyfluoroalkyl substances (PFAS) in placental compartments: Histopathological and toxicological data integration in an Italian cohort.,0.846,0.154,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41134985,Association between Maternal Exposure to Per- and Polyfluoroalkyl Substances and Childhood Growth Trajectories up to 4 Years of Age: The Japan Environment and Children's Study.,PMID: 39681179,Maternal concentrations of perfluoroalkyl sulfonates and alterations in white matter microstructure in the developing brains of young children.,0.8446,0.1554,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41134985,Association between Maternal Exposure to Per- and Polyfluoroalkyl Substances and Childhood Growth Trajectories up to 4 Years of Age: The Japan Environment and Children's Study.,PMID: 29758015,Determinants and Temporal Trends of Perfluoroalkyl Substances in Pregnant Women: The Hokkaido Study on Environment and Children's Health.,0.8444,0.1556,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41133516,Influence of Saharan Dust Intrusions on Respiratory Medication Dispensing.,PMID: 31427160,Ultrafine particles and children's health: Literature review.,0.8098,0.1902,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41133516,Influence of Saharan Dust Intrusions on Respiratory Medication Dispensing.,PMID: 39068973,Long-term effects of a coalmine fire on hospital and ambulance use: An interrupted time series study.,0.7129,0.2871,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41133516,Influence of Saharan Dust Intrusions on Respiratory Medication Dispensing.,PMID: 29177961,Ambient Air Pollution and Morbidity in Chinese.,0.7108,0.2892,sampled similarity only; full pairwise skipped for 6155 records
PMID: 41133516,Influence of Saharan Dust Intrusions on Respiratory Medication Dispensing.,PMID: 26501307,Association of Sand Dust Particles with Pulmonary Function and Respiratory Symptoms in Adult Patients with Asthma in Western Japan Using Light Detection and Ranging: A Panel Study.,0.6868,0.3132,sampled similarity only; full pairwise skipped for 6155 records
