id,evidence_type,population,comparator,predictor_or_exposure,health_outcome,study_design,effect_direction,effect_estimate,sample_size,population_size,study_period,data_source,recruitment_site,enrollment_site,study_site,statistical_methods,evidence_sentence,citation,source_title,confidence,review_status,reviewer_notes
clin-0335,clinical trial / intervention study,older adults,not specified,trial intervention / treatment exposure,"kidney molecular, vascular, inflammatory, and metabolic markers",randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,not specified,not specified,not specified,not specified,not specified,not extracted,"The primary outcome, peak core temperature, was significantly lowered by 0.2 [95% CI: 0.1-0.3]°C (0.4 [0.2-0.5]°F, p < 0.001) with fan use (mean [SD]) 37.6 [0.2]°C (99.7 [0.4]°F); +0.9 [0.3]°C (+1.6 [0.5]°F) vs.",PMID: 41014079,Effect of Ceiling Fans on Core Temperature in Bed-Resting Older Adults Exposed to Indoor Overheating,medium,pending,
clin-0336,clinical trial / intervention study,pregnant women/infants/children,not specified,trial intervention / treatment exposure,morbidity; mortality,randomized clinical trial,intervention effect evaluated,not extracted,not reported,not reported,2025,not specified,not specified,not specified,not specified,meta-analysis,"Eighteen studies met the inclusion criteria, including randomized Environmental health : a global access science source",PMID: 41013492,Impact of prenatal and postnatal household air pollution exposure on respiratory morbidity and lung function in sub-Saharan African children: a systematic review and meta-analysis,medium,pending,
clin-0337,clinical trial / intervention study,children,not specified,trial intervention / treatment exposure,morbidity,clinical trial / intervention study,intervention effect evaluated,not extracted,not reported,not reported,2000-2025,not specified,not specified,not specified,not specified,not extracted,The IE-comprised of San Bernardino (SB) and Riverside Counties- is home to four of the top five most polluted cities in North America.,PMID: 41007048,"Pediatric Asthma in the Inland Empire: Environmental Burden, Gaps in Preventive Care, and Unmet Needs",medium,pending,
clin-0338,longitudinal clinical / observational study,children aged 4-13 years and each with up to three repeated visits over three distinct seasons within one year,seasonal/time-of-year patterns,We conducted two longitudinal panel studies among 271 children aged 4-13 years and each with up to three repeated visits over three distinct seasons within one year.,cardiovascular; obesity,longitudinal observational study,positive association,"BKMR and WQS indicated that co-exposure to PM, NO2, O, SO and CO was associated with decreased RMSSD and HF, with O contributing the most.",271 children,271 children,not specified,not specified,not specified,not specified,not specified,weighted quantile sum regression; Bayesian kernel machine regression; Random Forest,"BKMR and WQS indicated that co-exposure to PM, NO2, O, SO and CO was associated with decreased RMSSD and HF, with O contributing the most.",PMID: 41005525,Association of multiple air pollutants exposure with heart rate variability in children: From two panel studies,high,pending,
clin-0339,clinical / observational study,participants were mothers and infants that registered for the Japan Environment and Children's Study,not specified,perfluoroalkyl compounds during early pregnancy and risk of late miscarriage: The Japan Environment and Children's Study,clinical / health outcome described in the abstract,cohort study,not extracted,not extracted,not reported,not reported,not specified,medical / chart records,not specified,not specified,not specified,not extracted,The participants were mothers and infants that registered for the Japan Environment and Children's Study.,PMID: 40997370,Association between exposure to perfluoroalkyl compounds during early pregnancy and risk of late miscarriage: The Japan Environment and Children's Study,medium,pending,
clin-0340,clinical trial / intervention study,older adults,not specified,trial intervention / treatment exposure,"kidney molecular, vascular, inflammatory, and metabolic markers",clinical trial / intervention study,intervention effect evaluated,"RR = 1.253, 95% CI: 1.192-1.317","510,831 records",not reported,2018,not specified,not specified,not specified,not specified,Poisson regression,"Short-term exposure to NO₂ (lag05, RR = 1.253, 95% CI: 1.192-1.317), SO₂ (lag0, RR = 1.053, 95% CI: 1.011-1.096), and CO (lag01, RR = 1.063, 95% CI: 1.016-1.111) was significantly associated with increased cardiovascular disease outpatient visits.",PMID: 40993697,"Impact of short-term exposure to ambient air pollution on cardiovascular disease outpatient visits: a time-series study in Yichang, China",medium,pending,
clin-0341,clinical / observational study,pregnant women/infants/children,not specified,ambient PM and NO: a population-based cohort study in Canada,cancer,cohort study,positive association,Adjusted hazard ratios (HR) for any cancer were 1.08 (95 % CI: 0.99-1.17) and 1.06 (95 % CI: 0.98-1.15) per interquartile increase in PM (2.4 μg/m) and NO (4.8 μg/m).,"2,187 cases","2,187 cases",2006-2020,not specified,not specified,not specified,not specified,regression models; adjustment for potential confounders,"We conducted a cohort study of 1,121,996 newborns in Quebec, Canada, from 2006 to 2020, with follow-up through 2023.",PMID: 40992450,Association between childhood cancer and prenatal exposure to ambient PM and NO: a population-based cohort study in Canada. 2.5 2,high,pending,
clin-0342,retrospective clinical / observational study,pregnant women/infants,not specified,air pollutants during pregnancy (until placental accreta) in twin pregnancies and the risk of abnormal placental positioning and development,"Multivariate logistic regression and trend regression analyses, adjusted for confounders, assessed the impact of these pollutants on placenta previa and placenta accreta risk during the 3 months preconception, first trimester, and second trimester.",retrospective observational study,positive association,Results showed that none of the six pollutants were significantly associated with placenta previa in either single-pollutant or dual-pollutant models.,"3,670 pregnancies","3,670 pregnancies",not specified,not specified,not specified,not specified,not specified,"adjustment for confounders, assessed the impact of these pollutants on placenta previa and placenta accreta risk during the 3 months preconception, first trimester, and second trimester","In contrast, O significantly increased the risk of placenta accreta during both the 3 months preconception and the first trimester, regardless of whether it was analyzed in a single-pollutant or dual-pollutant model.",PMID: 40989121,The differential impacts of environmental air pollution exposure on the risk of placenta previa and placenta accreta in twin pregnancies,high,pending,
clin-0343,retrospective clinical / observational study,"participants were categorized into three groups based on GWG: optimal, inadequate, and excessive",not specified,"Multivariable linear regression models examined the associations between air pollutant exposure in each trimester and GWG, analyzing pollutants both continuously and by quartiles.","Logistic regression and trend analyses assessed the impact of these pollutants on the risks of inadequate and excessive GWG, adjusting for potential confounders.",retrospective observational study,positive association,"For inadequate GWG, PM, PM, and SO were identified as risk factors in the first trimester, with aORs of 1.008 (95% CI: 1.001-1.015), 1.006 (95% CI: 1.001-1.010), and 1.033 (95% CI: 1.000-1.067), respectively.","3,598 pregnancies","3,598 pregnancies",not specified,not specified,not specified,not specified,not specified,regression models,"For inadequate GWG, PM, PM, and SO were identified as risk factors in the first trimester, with aORs of 1.008 (95% CI: 1.001-1.015), 1.006 (95% CI: 1.001-1.010), and 1.033 (95% CI: 1.000-1.067), respectively.",PMID: 40986249,Investigating the relationship between environmental air pollution exposure and abnormal gestational weight gain in twin pregnancies: a retrospective study,high,pending,
clin-0344,clinical / observational study,pregnant women/infants/children,not specified,We examined whether pregnancy air pollution exposures were associated with altered placental vascularization..,birth weight/fetal growth,cohort study,positive association,Placental measures were more strongly associated with weekly NO than PM.,163 women,163 women,not specified,UPSIDE cohort,not specified,not specified,UPSIDE cohort,not extracted,"Higher early-pregnancy NO concentrations were associated with lower measures of the arterial area and arterial endpoint distance to perimeter groups, and greater measures of the arterial tortuosity group (e.g., each 9-ppb increase in NO concentration in gestational weeks 0-12 was associated with lower arterial surface area; cumulative β = -1.46 cm; 95 % CI = -2.73, -0.19).",PMID: 40983273,Prenatal air pollution exposure and placental vasculature development among participants of the UPSIDE cohort study,medium,pending,
